Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2020-04-26;6,00;3,00;4,00;2,00;2,00;0,00;1,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00
2020-05-03;7,00;4,00;6,00;4,00;5,00;1,00;1,00;3,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00
2020-05-10;9,00;3,00;5,00;1,00;4,00;3,00;3,00;2,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-17;11,00;9,00;4,00;1,00;5,00;1,00;4,00;3,00;1,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00
2020-05-24;10,00;5,00;2,00;1,00;3,00;2,00;2,00;2,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00
2020-05-31;25,00;12,00;3,00;4,00;7,00;4,00;3,00;5,00;1,00;1,00;0,00;1,00;2,00;2,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00
2020-06-07;23,00;15,00;6,00;4,00;7,00;6,00;8,00;5,00;0,00;1,00;0,00;2,00;4,00;4,00;0,00;1,00;1,00;3,00;1,00;1,00;0,00
2020-06-14;33,00;12,00;2,00;1,00;8,00;5,00;9,00;5,00;0,00;1,00;1,00;4,00;5,00;4,00;0,00;1,00;1,00;3,00;0,00;0,00;0,00
2020-06-21;45,00;17,00;5,00;6,00;8,00;12,00;7,00;11,00;1,00;1,00;1,00;6,00;2,00;3,00;1,00;0,00;1,00;1,00;1,00;0,00;1,00
2020-06-28;45,00;12,00;5,00;3,00;10,00;5,00;16,00;10,00;0,00;1,00;1,00;6,00;7,00;4,00;1,00;0,00;0,00;3,00;1,00;1,00;0,00
2020-07-05;76,00;18,00;8,00;8,00;16,00;13,00;21,00;16,00;1,00;2,00;1,00;6,00;10,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00
2020-07-12;90,00;15,00;9,00;7,00;21,00;12,00;20,00;22,00;0,00;4,00;1,00;4,00;9,00;5,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00
2020-07-19;100,00;18,00;8,00;5,00;25,00;16,00;29,00;18,00;1,00;3,00;0,00;7,00;8,00;5,00;0,00;0,00;2,00;5,00;0,00;0,00;1,00
2020-07-26;78,00;24,00;8,00;8,00;18,00;11,00;19,00;19,00;0,00;1,00;2,00;5,00;7,00;1,00;1,00;1,00;1,00;2,00;1,00;1,00;2,00
2020-08-02;72,00;18,00;7,00;8,00;15,00;10,00;23,00;15,00;0,00;3,00;1,00;12,00;7,00;5,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00
2020-08-09;56,00;14,00;7,00;4,00;11,00;6,00;11,00;13,00;1,00;0,00;1,00;4,00;2,00;4,00;1,00;0,00;0,00;2,00;1,00;0,00;1,00
2020-08-16;35,00;14,00;2,00;7,00;12,00;6,00;14,00;9,00;0,00;1,00;1,00;2,00;2,00;3,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00
2020-08-23;27,00;18,00;3,00;7,00;25,00;7,00;9,00;7,00;0,00;0,00;0,00;6,00;3,00;3,00;0,00;1,00;1,00;0,00;0,00;1,00;1,00
2020-08-30;29,00;13,00;4,00;5,00;12,00;5,00;0,00;12,00;0,00;1,00;0,00;3,00;3,00;3,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00
2020-09-06;16,00;13,00;12,00;6,00;8,00;9,00;7,00;8,00;0,00;1,00;1,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
