Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-08-16;63,00;14,00;6,00;2,00;18,00;4,00;6,00;3,00;0,00;4,00;10,00;1,00;6,00;0,00;14,00;1,00;9,00;1,00;14,00;1,00;6,00;0,00;1,00;4,00;2,00;2,00;0,00;0,00
2020-08-23;49,00;15,00;8,00;4,00;8,00;4,00;0,00;3,00;1,00;4,00;13,00;1,00;7,00;0,00;7,00;4,00;1,00;1,00;13,00;8,00;5,00;1,00;2,00;5,00;1,00;0,00;0,00;0,00
2020-08-30;41,00;18,00;21,00;6,00;11,00;5,00;2,00;5,00;4,00;7,00;12,00;0,00;14,00;0,00;5,00;2,00;4,00;0,00;11,00;5,00;7,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00
2020-09-06;50,00;23,00;14,00;11,00;7,00;5,00;2,00;1,00;0,00;8,00;12,00;1,00;12,00;1,00;8,00;1,00;0,00;1,00;11,00;1,00;5,00;0,00;1,00;6,00;4,00;0,00;1,00;0,00
2020-09-13;42,00;10,00;12,00;6,00;9,00;5,00;4,00;5,00;4,00;2,00;14,00;5,00;4,00;0,00;4,00;4,00;4,00;0,00;15,00;9,00;6,00;2,00;1,00;2,00;1,00;0,00;0,00;0,00
2020-09-20;53,00;10,00;10,00;2,00;8,00;7,00;5,00;0,00;2,00;7,00;7,00;1,00;8,00;0,00;6,00;1,00;5,00;1,00;5,00;4,00;6,00;0,00;4,00;6,00;0,00;0,00;0,00;1,00
2020-09-27;39,00;18,00;12,00;2,00;9,00;5,00;0,00;4,00;4,00;4,00;9,00;1,00;7,00;1,00;9,00;2,00;1,00;0,00;2,00;6,00;7,00;2,00;2,00;5,00;2,00;0,00;0,00;1,00
2020-10-04;39,00;32,00;14,00;4,00;7,00;9,00;7,00;6,00;1,00;8,00;17,00;3,00;7,00;0,00;10,00;3,00;4,00;4,00;4,00;8,00;9,00;3,00;0,00;5,00;1,00;0,00;0,00;1,00
2020-10-11;44,00;16,00;24,00;3,00;15,00;6,00;7,00;6,00;0,00;10,00;8,00;3,00;1,00;0,00;3,00;7,00;3,00;4,00;6,00;4,00;6,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00
2020-10-18;61,00;12,00;28,00;6,00;12,00;4,00;6,00;9,00;1,00;10,00;19,00;1,00;4,00;0,00;9,00;4,00;1,00;4,00;14,00;7,00;7,00;3,00;0,00;3,00;0,00;0,00;1,00;0,00
2020-10-25;36,00;10,00;16,00;6,00;9,00;3,00;3,00;3,00;1,00;13,00;17,00;1,00;3,00;0,00;6,00;0,00;3,00;1,00;7,00;4,00;10,00;0,00;0,00;3,00;0,00;0,00;0,00;1,00
2020-11-01;42,00;14,00;19,00;5,00;9,00;5,00;1,00;9,00;4,00;2,00;4,00;1,00;4,00;0,00;6,00;1,00;1,00;0,00;12,00;6,00;0,00;0,00;1,00;4,00;1,00;0,00;0,00;0,00
