Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2021-08-08;54,00;0,00;19,06;9,53;28,59;34,20;10,80;27,00;3,60;3,00;7,00;10,00;23,00;14,00;13,00;27,00;20,00;24,00;17,00;27,00;10,00;0,00;7,00;10,00;0,00;0,00;13,00;3,00;7,00;3,00;3,00;7,00;20,00;3,00;17,00;7,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-08-15;53,00;18,71;21,82;28,06;28,06;16,45;9,14;27,41;16,45;10,00;3,00;7,00;43,00;10,00;13,00;3,00;33,00;20,00;10,00;39,00;0,00;3,00;14,00;20,00;0,00;10,00;13,00;0,00;7,00;16,00;16,00;0,00;0,00;7,00;3,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2021-08-22;55,00;25,88;16,18;22,65;25,88;20,17;3,67;11,00;22,00;10,00;14,00;7,00;21,00;14,00;14,00;7,00;14,00;7,00;14,00;27,00;7,00;7,00;4,00;10,00;0,00;3,00;10,00;7,00;3,00;3,00;3,00;3,00;0,00;3,00;14,00;7,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2021-08-29;34,00;24,73;27,82;24,73;9,27;26,84;16,11;23,26;21,47;0,00;7,00;18,00;14,00;0,00;10,00;14,00;21,00;14,00;7,00;14,00;10,00;0,00;0,00;7,00;0,00;3,00;3,00;0,00;10,00;3,00;7,00;3,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;32,00;25,60;9,60;9,60;22,40;7,11;3,56;7,11;14,22;14,00;14,00;18,00;25,00;14,00;11,00;14,00;7,00;7,00;7,00;4,00;4,00;7,00;4,00;14,00;4,00;0,00;0,00;0,00;4,00;4,00;7,00;7,00;11,00;0,00;4,00;4,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00
2021-09-12;35,00;31,82;28,64;12,73;25,45;7,37;27,63;35,00;25,79;7,00;21,00;4,00;17,00;4,00;21,00;10,00;28,00;21,00;10,00;3,00;10,00;0,00;0,00;10,00;0,00;7,00;10,00;7,00;10,00;3,00;7,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00
2021-09-19;10,00;33,33;23,33;13,33;3,33;10,00;16,67;28,33;3,33;10,00;7,00;0,00;21,00;21,00;14,00;14,00;35,00;7,00;10,00;10,00;3,00;10,00;7,00;3,00;0,00;3,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;7,00;7,00;3,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00
2021-09-26;47,00;34,47;9,40;21,93;9,40;16,27;19,88;12,65;21,69;10,00;3,00;3,00;17,00;0,00;7,00;10,00;10,00;10,00;7,00;7,00;10,00;7,00;0,00;7,00;0,00;3,00;14,00;0,00;3,00;14,00;7,00;10,00;7,00;3,00;0,00;3,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;17,00;44,20;44,20;37,40;47,60;28,33;24,56;20,78;22,67;10,00;17,00;0,00;17,00;17,00;17,00;24,00;17,00;7,00;17,00;7,00;13,00;3,00;4,00;20,00;3,00;3,00;7,00;13,00;3,00;7,00;7,00;7,00;10,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;31,00;46,50;24,80;27,90;27,90;34,65;31,00;31,00;18,24;17,00;27,00;11,00;10,00;11,00;14,00;7,00;27,00;10,00;14,00;7,00;10,00;7,00;4,00;7,00;0,00;3,00;3,00;7,00;7,00;0,00;3,00;3,00;0,00;7,00;0,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;30,00;66,00;30,00;24,00;9,00;45,88;10,59;30,00;26,47;13,00;10,00;14,00;7,00;14,00;3,00;13,00;17,00;7,00;10,00;0,00;13,00;0,00;7,00;10,00;0,00;7,00;0,00;3,00;3,00;10,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;13,00;58,50;42,25;45,50;16,25;31,57;7,43;35,29;14,86;37,00;20,00;10,00;13,00;3,00;10,00;13,00;34,00;7,00;10,00;7,00;3,00;3,00;0,00;13,00;3,00;10,00;7,00;10,00;13,00;13,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-10-31;31,00;46,50;37,20;58,90;24,80;52,88;27,35;18,24;47,41;35,00;14,00;14,00;14,00;11,00;14,00;28,00;14,00;18,00;10,00;28,00;14,00;3,00;8,00;17,00;3,00;0,00;14,00;7,00;3,00;7,00;10,00;3,00;3,00;0,00;3,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2021-11-07;20,00;63,33;33,33;33,33;16,67;30,91;27,27;16,36;14,55;17,00;54,00;18,00;14,00;7,00;17,00;10,00;10,00;7,00;21,00;10,00;14,00;10,00;7,00;7,00;0,00;14,00;10,00;0,00;14,00;0,00;7,00;14,00;3,00;3,00;3,00;3,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;32,00;41,60;12,80;25,60;12,80;40,89;24,89;19,56;7,11;29,00;23,00;10,00;19,00;13,00;13,00;32,00;32,00;20,00;6,00;13,00;10,00;6,00;0,00;0,00;3,00;13,00;13,00;13,00;13,00;10,00;3,00;0,00;3,00;6,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;48,00;48,00;32,00;48,00;16,00;25,85;16,62;22,15;24,00;13,00;13,00;0,00;25,00;0,00;19,00;16,00;0,00;10,00;6,00;6,00;0,00;10,00;3,00;3,00;3,00;13,00;3,00;0,00;6,00;13,00;10,00;3,00;10,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-11-28;19,00;69,67;34,83;19,00;19,00;45,60;22,80;9,50;26,60;22,00;19,00;16,00;22,00;3,00;13,00;25,00;16,00;3,00;0,00;9,00;9,00;9,00;10,00;0,00;6,00;0,00;16,00;9,00;3,00;22,00;22,00;0,00;0,00;3,00;3,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;49,00;75,13;49,00;39,20;42,47;49,00;41,74;29,04;36,30;29,60;29,60;7,15;32,67;7,00;19,00;19,00;13,00;32,00;23,00;6,00;29,00;10,00;14,00;6,00;3,00;19,00;10,00;0,00;26,00;13,00;6,00;6,00;3,00;0,00;0,00;3,00;10,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;37,00;74,00;33,92;37,00;37,00;37,00;37,00;33,48;26,43;17,00;40,00;17,00;30,00;3,00;20,00;30,00;30,00;14,00;14,00;24,00;20,00;10,00;7,00;10,00;3,00;3,00;14,00;7,00;10,00;3,00;7,00;0,00;0,00;0,00;7,00;3,00;0,00;10,00;7,00;3,00;0,00;0,00;0,00;0,00
2021-12-19;42,00;38,77;71,08;71,08;51,69;62,09;51,13;38,35;56,61;15,00;42,00;24,00;8,00;20,00;27,00;27,00;12,00;31,00;27,00;15,00;31,00;19,00;45,00;12,00;8,00;8,00;4,00;8,00;11,00;27,00;23,00;0,00;4,00;4,00;15,00;19,00;4,00;8,00;8,00;0,00;4,00;4,00;4,00;0,00
2021-12-26;75,00;131,25;100,00;84,38;62,50;87,80;150,00;71,34;82,32;35,00;94,00;37,00;35,00;40,00;75,00;28,00;31,00;43,00;20,00;24,00;55,00;16,00;25,00;16,00;8,00;20,00;24,00;8,00;43,00;12,00;28,00;8,00;12,00;8,00;8,00;16,00;8,00;8,00;0,00;0,00;4,00;0,00;4,00;0,00
2022-01-02;79,00;132,72;91,64;85,32;47,40;114,91;123,89;86,18;62,84;32,00;75,00;41,00;68,00;73,00;50,00;32,00;50,00;36,00;22,00;18,00;32,00;4,00;23,00;22,00;4,00;32,00;7,00;22,00;40,00;40,00;14,00;11,00;14,00;4,00;14,00;7,00;4,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2022-01-09;100,00;93,75;71,88;65,63;37,50;74,55;52,73;47,27;32,73;57,00;50,00;63,00;21,00;29,00;46,00;61,00;43,00;29,00;18,00;28,00;36,00;11,00;15,00;32,00;0,00;14,00;11,00;11,00;28,00;21,00;32,00;4,00;0,00;4,00;14,00;4,00;18,00;7,00;11,00;0,00;0,00;0,00;0,00;0,00
2022-01-16;73,00;101,57;85,70;66,65;79,35;94,90;62,05;87,60;62,05;21,29;59,82;25,35;45,63;28,00;52,00;35,00;35,00;55,00;24,00;3,00;31,00;0,00;15,00;21,00;0,00;28,00;14,00;10,00;31,00;31,00;14,00;17,00;10,00;3,00;7,00;14,00;3,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00
2022-01-23;49,00;101,27;94,73;68,60;81,67;101,63;67,15;52,63;58,07;21,00;49,00;22,00;35,00;32,00;35,00;42,00;31,00;35,00;31,00;14,00;24,00;10,00;11,00;14,00;14,00;7,00;14,00;7,00;21,00;10,00;21,00;14,00;14,00;3,00;7,00;3,00;11,00;3,00;3,00;7,00;0,00;0,00;0,00;0,00
2022-01-30;86,00;73,26;105,11;108,30;44,59;86,00;53,75;64,50;51,96;57,00;40,00;67,00;36,00;40,00;32,00;36,00;65,00;18,00;32,00;36,00;32,00;0,00;12,00;29,00;7,00;25,00;11,00;14,00;11,00;25,00;22,00;11,00;29,00;4,00;7,00;7,00;7,00;11,00;4,00;7,00;0,00;0,00;0,00;0,00
2022-02-06;48,00;105,60;60,80;89,60;67,20;94,15;79,38;72,00;42,46;66,00;18,00;31,00;37,00;23,00;48,00;22,00;30,00;26,00;22,00;29,00;33,00;7,00;16,00;41,00;0,00;15,00;18,00;7,00;18,00;7,00;11,00;4,00;7,00;11,00;4,00;7,00;7,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00
2022-02-13;50,00;50,00;40,63;53,13;50,00;57,14;50,00;57,14;32,14;18,00;43,00;55,00;46,00;15,00;14,00;29,00;21,00;50,00;21,00;21,00;14,00;7,00;8,00;18,00;0,00;7,00;18,00;18,00;14,00;11,00;4,00;7,00;0,00;18,00;0,00;4,00;4,00;4,00;4,00;7,00;0,00;0,00;0,00;0,00
2022-02-20;54,00;60,35;41,29;60,35;50,82;75,60;39,60;39,60;73,80;36,00;43,00;48,00;18,00;48,00;47,00;22,00;32,00;18,00;32,00;14,00;43,00;11,00;4,00;14,00;11,00;22,00;29,00;14,00;18,00;11,00;25,00;7,00;18,00;0,00;22,00;11,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2022-02-27;58,00;35,44;54,78;109,56;25,78;39,88;54,38;54,38;68,88;27,00;13,00;14,00;4,00;50,00;31,00;40,00;22,00;45,00;9,00;13,00;27,00;0,00;5,00;22,00;4,00;4,00;13,00;18,00;13,00;9,00;18,00;4,00;4,00;0,00;13,00;22,00;4,00;4,00;9,00;0,00;0,00;0,00;0,00;0,00
